# Simulated random data file for batch processing
# timestamp: 2022-05-06 20:27:19
# NJG
# ------------------------

"var_x","var_y"
0.677485798718408,NA
0.677488445537165,0.928684624377638
0.61990665527992,0.990868224296719
0.227417663903907,0.870645524002612
0.637547420803457,0.501101386500522
0.948758165584877,0.169040023349226
0.878275366267189,0.782828070688993
0.769658847246319,0.0543362817261368
0.944121405016631,0.0232956130057573
0.604614468989894,0.683399971574545
NA,0.525268655503169
0.408393095247447,0.592027341714129
0.361171799479052,0.441745285410434
NA,0.357441423693672
0.223321179160848,0.972436946351081
NA,0.43797007901594
0.909999686293304,0.0726941598113626
0.308774390025064,0.932503604562953
0.699935882817954,0.727405291749164
0.0773362193722278,0.416300618788227
0.701777542708442,0.746745122363791
0.547020033467561,0.677297273883596
0.255483515793458,0.585528810275719
0.5319129077252,0.206989139085636
0.237729885848239,0.509824595646933
0.780391234904528,0.0529176515992731
0.878977434011176,NA
0.0899855454917997,0.184835248161107
0.095916656544432,0.418474735692143
0.215004375204444,0.789779231650755
0.20384150580503,0.0226734823081642
0.674037509132177,NA
0.949312570272014,0.69727318524383
0.056875120382756,0.977721280883998
0.805548242293298,0.548864222830161
0.427840639604256,0.744853920536116
0.317125770030543,0.142759778304026
0.578905389877036,0.870181971928105
NA,0.639899076195434
0.859149936586618,0.121115409303457
0.464833816280589,0.77735049999319
0.666594315320253,0.154877138789743
0.0425595513079315,0.462808937765658
0.216324889101088,0.352927207946777
0.900145216379315,NA
0.555552030680701,0.391674991697073
0.869988938095048,0.0482256570830941
NA,0.813591936836019
0.348820029525086,0.958601603284478
0.924323653103784,0.231050541391596
0.577651998726651,0.460164941148832
0.639436773024499,0.250616838224232
0.721076731104404,NA
0.631267227232456,0.306140960659832
0.637551591033116,0.971834192285314
0.00948845292441547,0.387538419570774
0.839897359721363,0.667556883301586
0.452135955449194,0.294689537258819
0.0904132421128452,0.839588339673355
0.0675161336548626,0.234883869765326
0.54047278361395,0.495044140843675
0.935641227522865,0.0368637251667678
0.252726982347667,0.420129823032767
0.854249525815248,0.410720575368032
