# Simulated random data file for batch processing
# timestamp: 2022-05-06 20:27:19
# NJG
# ------------------------

"var_x","var_y"
0.304680704604834,0.743452244438231
0.982594552915543,NA
0.361733610741794,0.140142037067562
NA,0.650698815006763
0.127545895520598,0.783451366703957
0.644904151093215,0.590936918277293
NA,0.175196791067719
0.304662856040522,0.889355467399582
0.913182431133464,0.20633624936454
0.791880594799295,0.687978554517031
0.29033199348487,0.507311027962714
0.69114906899631,NA
0.707831823499873,0.233680498786271
0.636400660965592,0.21993418619968
0.980106674833223,0.136927590006962
0.976717754732817,0.210149620426819
0.494982723379508,0.116436491021886
0.863068791572005,0.849575207801536
0.711782710393891,0.955390732269734
0.0475139380432665,0.866552982479334
0.845642612548545,0.440933072008193
0.81399329029955,0.176990059670061
0.895892863860354,0.712086973246187
NA,0.163334342418239
0.494822980137542,0.730465770931914
0.440425026230514,0.0942460848018527
0.0945627293549478,0.576247340533882
0.264850817620754,0.938091777497903
0.31775532476604,0.699966442072764
0.185465041548014,0.659285093192011
0.276704063406214,0.538230500649661
0.629014420555905,0.489660715684295
0.174372611101717,0.0324334211181849
0.49577714363113,0.741282043047249
0.796046181116253,0.702012385008857
0.150770842796192,0.55724130012095
0.0824812054634094,0.505855543306097
0.135739141143858,NA
0.00874540745280683,0.672411098377779
0.77320426912047,0.00882540340535343
