# Simulated random data file for batch processing
# timestamp: 2022-05-06 20:27:19
# NJG
# ------------------------

"var_x","var_y"
0.879598228726536,0.00207917182706296
0.143405894283205,0.225968864746392
0.517797522246838,0.634366679936647
0.957817028509453,0.922604769235477
0.0440516483504325,0.254737456329167
0.719649978913367,0.047459720633924
0.782015029108152,0.59431594517082
0.80260565597564,NA
0.827364803990349,0.906642542686313
0.946730221156031,0.643923279829323
0.851590463891625,0.90425162948668
0.186708727618679,0.0221024481579661
0.189843511441723,0.109524717321619
0.549800341017544,0.701740247895941
0.610363128362224,0.393218250479549
0.688199046067894,0.0622362003196031
0.249953887192532,0.392228186363354
0.660326554672793,0.541013228241354
NA,0.548629114869982
0.610382080078125,0.0652588214725256
0.926693340064958,0.0952781978994608
0.126666680676863,0.919499294366688
0.311226267134771,0.169237346155569
0.997149514500052,0.409851440927014
0.201292319688946,0.827085172524676
0.904520262032747,NA
0.163265262031928,0.613513624761254
0.749194901436567,0.331146653043106
0.51706095575355,0.618225482990965
0.99173770728521,NA
0.0398286955896765,0.943984516197816
0.780373791931197,0.168446211377159
0.556956362212077,0.233155281050131
0.0739581217058003,0.969450991600752
0.379222260322422,0.836095144040883
0.161465353798121,0.268421764485538
0.331900387536734,0.863530859351158
0.0346132945269346,0.00192275503650308
0.762727546039969,0.70077050011605
0.361473164055496,0.269837347092107
0.352712067309767,0.125996809918433
0.82638095272705,0.453296572435647
0.32171841757372,0.709187778877094
0.337388816289604,0.603801250224933
NA,0.219710275297984
0.991262441268191,0.212688946630806
0.345835003769025,0.208792062243447
0.898141198791564,0.83646004809998
0.913456480950117,0.217934395885095
0.969596325885504,0.85604896210134
0.558012657798827,0.759747216710821
0.162770420545712,0.258247041376308
0.908451304771006,0.878899072995409
0.778472632868215,0.566533929901198
0.928450966486707,0.0741473666857928
0.923611421603709,0.806303824530914
0.950584249105304,0.0802382519468665
0.0429770194459707,0.855487187858671
0.902880596928298,0.587480120826513
0.476404041051865,0.181268193759024
0.340327888727188,0.16900697001256
0.602538859471679,0.822313603246585
NA,0.564135686727241
0.529716902645305,0.64060922106728
0.628074529115111,0.606393173802644
