# Simulated random data file for batch processing
# timestamp: 2022-05-06 20:27:19
# NJG
# ------------------------

"var_x","var_y"
0.0118580623529851,0.945994136855006
0.359515003394336,0.482204329920933
0.894644919782877,0.615657068090513
0.713398897554725,0.159232330974191
0.535756962839514,0.658500978955999
NA,NA
NA,0.271814682055265
0.583894028328359,0.269335519289598
0.568641010206193,NA
0.584316674154252,0.974177220836282
0.514740140642971,0.725299241952598
0.471737182233483,0.357311508152634
0.820950048509985,0.460652482928708
0.714828221825883,NA
0.54632764402777,0.52907220297493
0.111974730854854,0.239108229056001
0.797467381693423,0.851455589057878
0.29300115769729,NA
0.205631010700017,0.732662896392867
0.334217406110838,0.891690297285095
0.887651691911742,0.735997006297112
0.110205025179312,0.108593596611172
0.25955214467831,0.73100145207718
0.937354182591662,0.967003353405744
0.0718840479385108,0.0549992155283689
0.762063882313669,0.40846524015069
0.0414638102520257,0.342652927152812
NA,0.357400020351633
0.842150165233761,0.490107476944104
0.691552385454997,0.309938034974039
0.357183423358947,0.782548780785874
0.330277259927243,0.726525767939165
0.801215545739979,0.0547833575401455
NA,0.76994837494567
0.874458194943145,0.172896054806188
0.0598417930305004,0.534246227238327
0.430170747684315,0.554205782245845
0.94515635073185,0.0103629999794066
0.665962126571685,0.506894580554217
0.841142380842939,0.376550101907924
0.433271506335586,0.192306825192645
0.6417480786331,0.679565471131355
0.765067359432578,0.476473465561867
0.566814697580412,0.959368048468605
0.532496285624802,0.499763410305604
0.93660083739087,0.365224840817973
0.409942570142448,0.154407128924504
0.866541255963966,0.469548106193542
NA,0.234673032071441
0.172007056884468,0.161909290356562
0.603419022634625,0.573289727559313
0.941788251744583,NA
0.378436455968767,0.74343049293384
NA,0.511057738214731
0.0494692195206881,0.530896779848263
NA,NA
0.0629367937799543,0.504242944298312
0.368349661584944,0.783803459955379
0.908160355174914,0.443344634957612
0.374664682894945,0.338125654030591
0.476367531809956,0.477188284043223
0.764706027694046,0.034847266972065
0.944875006331131,0.668447628850117
0.602453073253855,0.314800454769284
0.545871828915551,0.297191785648465
0.102924061007798,0.757615003734827
0.668073157547042,0.472965638386086
0.63723284797743,NA
0.429992703488097,0.566068633692339
0.878452303353697,0.914048104081303
0.607703569345176,0.130419975146651
