# Summary stats for batch processing of regression models
# timestamp: 2022-05-06 14:58:51
# NJG
# ------------------------

"ID","file_name","slope","p_val","r2"
1,"ranFile001.csv",0.112914578552918,0.410778897691987,0.0150871200567136
2,"ranFile002.csv",0.137352279446287,0.287220638981102,0.0182469536810348
3,"ranFile003.csv",0.124595749407786,0.264675406017382,0.0141177666596217
4,"ranFile004.csv",-0.0461441778529991,0.706289835718605,0.00226952219868582
5,"ranFile005.csv",0.124117402797107,0.284513814774878,0.0190654204682877
6,"ranFile006.csv",-0.101414488778914,0.399007536866713,0.00868961605217051
7,"ranFile007.csv",0.138526938874341,0.369789558023096,0.0183198644379505
8,"ranFile008.csv",-0.054519694674857,0.732341318505581,0.00251222998216174
9,"ranFile009.csv",-0.125593818806319,0.233880611350779,0.0170298812075504
10,"ranFile010.csv",0.35113059754638,0.0810555167423781,0.116776431007221
11,"ranFile011.csv",0.0432728918176904,0.717643642869248,0.00253571584542884
12,"ranFile012.csv",0.00285695157687875,0.979577822471088,1.00037470128619e-05
13,"ranFile013.csv",0.175435233584613,0.190591367803371,0.0333501815625719
14,"ranFile014.csv",-0.193675813102972,0.447582229541257,0.0991006611983815
15,"ranFile015.csv",0.106777689524624,0.572402371061518,0.0111175686818312
16,"ranFile016.csv",0.0577723415546576,0.616215871883276,0.00516614818040634
17,"ranFile017.csv",0.553809704239908,0.00724449040401933,0.322482173034071
18,"ranFile018.csv",-0.0863486258455215,0.408292387150375,0.00815521719274696
19,"ranFile019.csv",0.0939369592232861,0.513156221987779,0.00935370120741124
20,"ranFile020.csv",0.111176031042651,0.296769265430839,0.0162368686702688
21,"ranFile021.csv",0.33086421196243,0.275712977472896,0.117347285289928
22,"ranFile022.csv",0.171801969352729,0.290091373849623,0.022810367064332
23,"ranFile023.csv",-0.26977773508259,0.00738512587381299,0.106857374636201
24,"ranFile024.csv",0.0234385056427251,0.886034756444731,0.000695982631484199
25,"ranFile025.csv",-0.105781984666337,0.478176363235747,0.00971929152843106
26,"ranFile026.csv",-0.0228786903866082,0.91239601161837,0.000410151902698152
27,"ranFile027.csv",0.01896731981646,0.880400906458329,0.00035091255011519
28,"ranFile028.csv",-0.22380373535482,0.0386050076686747,0.0543859993760115
29,"ranFile029.csv",0.0730561649119556,0.514054935294392,0.00534159051365994
30,"ranFile030.csv",0.00016122728873809,0.998979970235319,3.44055204710521e-08
31,"ranFile031.csv",-0.0853675624548924,0.524345763230102,0.00656892910294513
32,"ranFile032.csv",0.122077622369262,0.540838379409935,0.0135050204792267
33,"ranFile033.csv",0.0760614468365869,0.628653436226088,0.00656612925253579
34,"ranFile034.csv",-0.0881387041361154,0.702033674543081,0.00550695471216145
35,"ranFile035.csv",-0.330187812852017,0.113576922300381,0.158427918070212
36,"ranFile036.csv",0.197651447620586,0.0987576022694656,0.0373996990848287
37,"ranFile037.csv",-0.245125992718515,0.190402982171362,0.0546510377627943
38,"ranFile038.csv",-0.122225262870834,0.261739406470505,0.0153351861044931
39,"ranFile039.csv",-0.293837392497741,0.0291508891631739,0.0866452366110556
40,"ranFile040.csv",0.535643364185622,0.00516057010990686,0.219807120277604
41,"ranFile041.csv",0.0770522107395509,0.636352690812505,0.00664994940452442
42,"ranFile042.csv",-0.120732289890524,0.275275945346337,0.0160631584297989
43,"ranFile043.csv",-0.111542489427845,0.635475103158823,0.0153679882068302
44,"ranFile044.csv",-0.229341554494733,0.461307251458856,0.042449527067066
45,"ranFile045.csv",0.00333561485214784,0.981464321646344,1.09039854571918e-05
46,"ranFile046.csv",0.157000314130855,0.255787045895157,0.0211185013618479
47,"ranFile047.csv",-0.104465783397757,0.418580230432164,0.0119330808512923
48,"ranFile048.csv",0.0442792180274792,0.723601820377873,0.00300891671968051
49,"ranFile049.csv",-0.0732437277335775,0.693296380583278,0.00508597410181166
50,"ranFile050.csv",-0.122808928192396,0.366253568407359,0.0118461872514969
51,"ranFile051.csv",-0.0106103411713383,0.972601513351299,0.000123992545585019
52,"ranFile052.csv",0.157511129605877,0.153824819466426,0.024948604916872
53,"ranFile053.csv",-0.233359365623206,0.184188717744577,0.0512713452876035
54,"ranFile054.csv",0.00678331334736617,0.9517871443901,4.77852191279697e-05
55,"ranFile055.csv",-0.0420785648407487,0.836543391794315,0.00274102738799338
56,"ranFile056.csv",0.104762414208727,0.584413594898179,0.0121333434988306
57,"ranFile057.csv",0.166130830462081,0.180360529139504,0.02444902408034
58,"ranFile058.csv",-0.0161465278280822,0.879602152704719,0.000339847577738112
59,"ranFile059.csv",-0.0757353873772855,0.517125182679012,0.00554236670631801
60,"ranFile060.csv",-0.125791868116484,0.490623926582724,0.0253465954031666
61,"ranFile061.csv",0.095700753128924,0.497434614798372,0.00889958510166439
62,"ranFile062.csv",0.0854671204959519,0.473681451787734,0.00725525411899108
63,"ranFile063.csv",-0.0714112307715969,0.692266867445201,0.00428195277937143
64,"ranFile064.csv",0.267559847079758,0.1682547729238,0.0520638125414428
65,"ranFile065.csv",0.114276926934301,0.524979420186906,0.010440217899419
66,"ranFile066.csv",-0.0179056916024335,0.867856367583738,0.00042908804393159
67,"ranFile067.csv",-0.192271435977677,0.3377996357037,0.0340684420641293
68,"ranFile068.csv",-0.10632608678303,0.388634509024906,0.0116354220108271
69,"ranFile069.csv",0.101710248999185,0.487462361263986,0.00931741646531936
70,"ranFile070.csv",-0.0752208672663522,0.702432733470039,0.00593828422497511
71,"ranFile071.csv",-0.0986071250057247,0.649207737000988,0.00957436938819872
72,"ranFile072.csv",-0.125270220989214,0.425212482793116,0.0177500879460117
73,"ranFile073.csv",-0.0583442941009762,0.599300332094559,0.00360194198233444
74,"ranFile074.csv",-0.230294979433585,0.178077478564974,0.0417706327662967
75,"ranFile075.csv",0.0590419187258464,0.572725229663291,0.00354830899784523
76,"ranFile076.csv",-0.204461047292763,0.258952526408401,0.0602459019006864
77,"ranFile077.csv",0.0523207459172811,0.630602784182646,0.0025803560935293
78,"ranFile078.csv",-0.0266730127411749,0.919318573231455,0.00157262501958694
79,"ranFile079.csv",-0.0951062168464285,0.311265932988241,0.0128136669208299
80,"ranFile080.csv",0.0203156065695356,0.869549617108886,0.00034352233578451
81,"ranFile081.csv",0.189579381901592,0.156888901736401,0.0296838282121693
82,"ranFile082.csv",-0.0490562564277963,0.736573674601552,0.00237936497369241
83,"ranFile083.csv",-0.435515019355998,0.0186791580689538,0.170909062888066
84,"ranFile084.csv",-0.0885601723908954,0.584314703088289,0.0073625379464578
85,"ranFile085.csv",0.0493766733807668,0.728323691246414,0.00283474361626076
86,"ranFile086.csv",0.117156934106934,0.570404664055675,0.0105004814303586
87,"ranFile087.csv",0.0292034544761722,0.951029816732869,0.000358733321286805
88,"ranFile088.csv",-0.0168320067598802,0.871151748475958,0.000335063672271631
89,"ranFile089.csv",0.0679063777753457,0.606020759246809,0.00310633867048299
90,"ranFile090.csv",0.400277685970821,0.21578059222382,0.115231867732499
91,"ranFile091.csv",-0.0311436005231134,0.937530601518345,0.00064547720014916
92,"ranFile092.csv",-0.349953038862092,0.128163888191874,0.0807000507576376
93,"ranFile093.csv",-0.214378771339574,0.106194885958536,0.109475324790252
94,"ranFile094.csv",0.270086866219062,0.113295786740807,0.0646732845780455
95,"ranFile095.csv",-0.0775487584543275,0.90301751480281,0.00419197466505974
96,"ranFile096.csv",-0.00412896536769807,0.983834723574006,1.39141985001283e-05
97,"ranFile097.csv",0.169057088006711,0.197980766494334,0.027466447438531
98,"ranFile098.csv",0.198090847367437,0.178252831315451,0.0366710512105229
99,"ranFile099.csv",0.0369733355596551,0.788823187877419,0.00157531479237788
100,"ranFile100.csv",0.0190193858082466,0.91000246962287,0.000293661703232472
